,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day
24,2011-01-02 00:00:00,1,0,0,2,18.86,22.725,88,19.9995,17,2011,1,2
25,2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,17,2011,1,2
26,2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,9,2011,1,2
27,2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,6,2011,1,2
28,2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,3,2011,1,2
29,2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,2,2011,1,2
30,2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,1,2011,1,2
31,2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,8,2011,1,2
32,2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,20,2011,1,2
33,2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,53,2011,1,2
34,2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,70,2011,1,2
35,2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,93,2011,1,2
36,2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,75,2011,1,2
37,2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,59,2011,1,2
38,2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,74,2011,1,2
39,2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,76,2011,1,2
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,65,2011,1,2
41,2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,53,2011,1,2
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,30,2011,1,2
43,2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,22,2011,1,2
44,2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,31,2011,1,2
45,2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,9,2011,1,2
46,2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,8,2011,1,2
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,5,2011,1,3
48,2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,2,2011,1,3
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,1,2011,1,3
50,2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,3,2011,1,3
51,2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,30,2011,1,3
52,2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,64,2011,1,3
53,2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,154,2011,1,3
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,88,2011,1,3
55,2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,44,2011,1,3
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,51,2011,1,3
57,2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,61,2011,1,3
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,61,2011,1,3
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,77,2011,1,3
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,72,2011,1,3
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,76,2011,1,3
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,157,2011,1,3
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,157,2011,1,3
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,110,2011,1,3
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,52,2011,1,3
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,52,2011,1,3
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,20,2011,1,3
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,12,2011,1,3
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,5,2011,1,4
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,2,2011,1,4
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,1,2011,1,4
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,2,2011,1,4
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,4,2011,1,4
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,36,2011,1,4
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,94,2011,1,4
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,179,2011,1,4
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,100,2011,1,4
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,42,2011,1,4
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,57,2011,1,4
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,78,2011,1,4
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,2011,1,4
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,63,2011,1,4
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,65,2011,1,4
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,83,2011,1,4
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,212,2011,1,4
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,2011,1,4
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,112,2011,1,4
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,54,2011,1,4
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,48,2011,1,4
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,35,2011,1,4
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,11,2011,1,4
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,6,2011,1,5
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,6,2011,1,5
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,2,2011,1,5
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,2,2011,1,5
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,3,2011,1,5
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,33,2011,1,5
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,2011,1,5
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,195,2011,1,5
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,115,2011,1,5
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57,2011,1,5
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46,2011,1,5
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79,2011,1,5
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71,2011,1,5
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,2011,1,5
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,2011,1,5
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89,2011,1,5
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,2011,1,5
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169,2011,1,5
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132,2011,1,5
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89,2011,1,5
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,2011,1,5
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42,2011,1,5
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19,2011,1,5
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11,2011,1,6
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4,2011,1,6
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2,2011,1,6
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1,2011,1,6
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4,2011,1,6
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36,2011,1,6
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95,2011,1,6
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219,2011,1,6
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122,2011,1,6
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45,2011,1,6
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59,2011,1,6
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84,2011,1,6
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67,2011,1,6
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70,2011,1,6
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62,2011,1,6
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86,2011,1,6
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172,2011,1,6
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163,2011,1,6
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112,2011,1,6
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69,2011,1,6
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48,2011,1,6
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52,2011,1,6
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,2011,1,6
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,2011,1,7
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7,2011,1,7
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1,2011,1,7
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1,2011,1,7
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5,2011,1,7
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34,2011,1,7
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84,2011,1,7
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210,2011,1,7
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134,2011,1,7
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63,2011,1,7
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67,2011,1,7
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59,2011,1,7
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73,2011,1,7
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50,2011,1,7
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72,2011,1,7
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87,2011,1,7
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187,2011,1,7
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123,2011,1,7
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95,2011,1,7
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51,2011,1,7
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39,2011,1,7
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36,2011,1,7
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15,2011,1,7
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25,2011,1,8
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16,2011,1,8
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16,2011,1,8
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7,2011,1,8
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,2011,1,8
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5,2011,1,8
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2,2011,1,8
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9,2011,1,8
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15,2011,1,8
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20,2011,1,8
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61,2011,1,8
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62,2011,1,8
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98,2011,1,8
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102,2011,1,8
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95,2011,1,8
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74,2011,1,8
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76,2011,1,8
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69,2011,1,8
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55,2011,1,8
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30,2011,1,8
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28,2011,1,8
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37,2011,1,8
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34,2011,1,8
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22,2011,1,8
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25,2011,1,9
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12,2011,1,9
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11,2011,1,9
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4,2011,1,9
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,2011,1,9
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,2011,1,9
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1,2011,1,9
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,2011,1,9
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10,2011,1,9
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19,2011,1,9
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49,2011,1,9
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49,2011,1,9
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83,2011,1,9
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75,2011,1,9
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72,2011,1,9
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82,2011,1,9
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92,2011,1,9
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62,2011,1,9
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48,2011,1,9
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41,2011,1,9
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38,2011,1,9
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20,2011,1,9
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15,2011,1,9
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,2011,1,9
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5,2011,1,10
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,2011,1,10
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3,2011,1,10
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1,2011,1,10
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3,2011,1,10
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3,2011,1,10
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31,2011,1,10
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77,2011,1,10
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188,2011,1,10
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94,2011,1,10
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31,2011,1,10
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30,2011,1,10
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52,2011,1,10
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54,2011,1,10
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47,2011,1,10
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45,2011,1,10
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74,2011,1,10
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178,2011,1,10
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155,2011,1,10
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95,2011,1,10
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74,2011,1,10
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,2011,1,10
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24,2011,1,10
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18,2011,1,10
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12,2011,1,11
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3,2011,1,11
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3,2011,1,11
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6,2011,1,11
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27,2011,1,11
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99,2011,1,11
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217,2011,1,11
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,130,2011,1,11
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,54,2011,1,11
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,35,2011,1,11
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,57,2011,1,11
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,52,2011,1,11
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,63,2011,1,11
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,47,2011,1,11
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,76,2011,1,11
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,136,2011,1,11
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,95,2011,1,11
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,51,2011,1,11
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,32,2011,1,11
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,20,2011,1,11
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,29,2011,1,11
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,19,2011,1,11
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,7,2011,1,12
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,6,2011,1,12
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,1,2011,1,12
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,5,2011,1,12
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,16,2011,1,12
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,54,2011,1,12
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,128,2011,1,12
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,81,2011,1,12
263,2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,39,2011,1,12
264,2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,35,2011,1,12
265,2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,55,2011,1,12
266,2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,49,2011,1,12
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,44,2011,1,12
268,2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,49,2011,1,12
269,2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,68,2011,1,12
270,2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,139,2011,1,12
271,2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,137,2011,1,12
272,2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,83,2011,1,12
273,2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,56,2011,1,12
274,2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,57,2011,1,12
275,2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,33,2011,1,12
276,2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,20,2011,1,12
277,2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,7,2011,1,13
278,2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,2,2011,1,13
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,2,2011,1,13
280,2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,3,2011,1,13
281,2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,4,2011,1,13
282,2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,3,2011,1,13
283,2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,28,2011,1,13
284,2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,72,2011,1,13
285,2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,202,2011,1,13
286,2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,139,2011,1,13
287,2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,38,2011,1,13
288,2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,37,2011,1,13
289,2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,52,2011,1,13
290,2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,83,2011,1,13
291,2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,42,2011,1,13
292,2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,60,2011,1,13
293,2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,78,2011,1,13
294,2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,162,2011,1,13
295,2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,144,2011,1,13
296,2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,99,2011,1,13
