datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,month,day,hour,year,date,is_night
2011-01-04 17:00:00,Winter,0,1,Clear,11.48,13.635,48,15.0013,10,202,212,1,Teusday,17,2011,715,0
2011-01-04 18:00:00,Winter,0,1,Clear,10.66,12.88,48,12.998,3,179,182,1,Teusday,18,2011,715,0
2011-01-04 19:00:00,Winter,0,1,Clear,9.84,12.88,48,7.0015,2,110,112,1,Teusday,19,2011,715,0
2011-01-04 20:00:00,Winter,0,1,Clear,9.84,12.88,48,7.0015,1,53,54,1,Teusday,20,2011,715,1
2011-01-04 21:00:00,Winter,0,1,Clear,9.02,13.635,64,0.0,0,48,48,1,Teusday,21,2011,715,1
2011-01-04 22:00:00,Winter,0,1,Clear,9.02,12.88,64,6.0032,1,34,35,1,Teusday,22,2011,715,1
2011-01-04 23:00:00,Winter,0,1,Clear,8.2,11.365,69,6.0032,2,9,11,1,Teusday,23,2011,715,1
2011-01-05 00:00:00,Winter,0,1,Clear,8.2,12.88,64,0.0,0,6,6,1,Wednesday,0,2011,714,1
2011-01-05 01:00:00,Winter,0,1,Clear,6.56,9.85,74,6.0032,0,6,6,1,Wednesday,1,2011,714,1
2011-01-05 02:00:00,Winter,0,1,Clear,6.56,9.85,74,6.0032,0,2,2,1,Wednesday,2,2011,714,1
2011-01-05 04:00:00,Winter,0,1,Clear,9.84,11.365,48,15.0013,0,2,2,1,Wednesday,4,2011,714,1
2011-01-05 05:00:00,Winter,0,1,Clear,9.02,11.365,47,11.0014,0,3,3,1,Wednesday,5,2011,714,1
2011-01-05 06:00:00,Winter,0,1,Clear,8.2,9.85,47,15.0013,0,33,33,1,Wednesday,6,2011,714,1
2011-01-05 07:00:00,Winter,0,1,Clear,7.38,9.09,43,12.998,1,87,88,1,Wednesday,7,2011,714,1
2011-01-05 08:00:00,Winter,0,1,Clear,8.2,9.09,40,19.9995,3,192,195,1,Wednesday,8,2011,714,1
2011-01-05 09:00:00,Winter,0,1,Clear,9.02,9.85,37,22.0028,6,109,115,1,Wednesday,9,2011,714,0
2011-01-05 10:00:00,Winter,0,1,Clear,9.02,9.85,37,22.0028,4,53,57,1,Wednesday,10,2011,714,0
2011-01-05 11:00:00,Winter,0,1,Clear,10.66,11.365,33,22.0028,12,34,46,1,Wednesday,11,2011,714,0
2011-01-05 12:00:00,Winter,0,1,Clear,10.66,11.365,33,22.0028,5,74,79,1,Wednesday,12,2011,714,0
2011-01-05 13:00:00,Winter,0,1,Clear,11.48,12.88,30,19.9995,6,65,71,1,Wednesday,13,2011,714,0
2011-01-05 14:00:00,Winter,0,1,Clear,12.3,14.395,28,12.998,10,52,62,1,Wednesday,14,2011,714,0
2011-01-05 15:00:00,Winter,0,1,Clear,12.3,14.395,28,12.998,7,55,62,1,Wednesday,15,2011,714,0
2011-01-05 16:00:00,Winter,0,1,Clear,12.3,15.91,28,6.0032,4,85,89,1,Wednesday,16,2011,714,0
2011-01-05 17:00:00,Winter,0,1,Clear,9.84,11.365,38,12.998,4,186,190,1,Wednesday,17,2011,714,0
2011-01-05 18:00:00,Winter,0,1,Clear,9.84,12.12,38,8.9981,3,166,169,1,Wednesday,18,2011,714,0
2011-01-05 19:00:00,Winter,0,1,Clear,9.84,12.88,38,7.0015,5,127,132,1,Wednesday,19,2011,714,0
2011-01-05 20:00:00,Winter,0,1,Clear,9.02,11.365,47,11.0014,7,82,89,1,Wednesday,20,2011,714,1
2011-01-05 21:00:00,Winter,0,1,Clear,8.2,9.85,51,12.998,3,40,43,1,Wednesday,21,2011,714,1
2011-01-05 22:00:00,Winter,0,1,Clear,7.38,9.85,55,8.9981,1,41,42,1,Wednesday,22,2011,714,1
2011-01-05 23:00:00,Winter,0,1,Clear,8.2,12.88,47,0.0,1,18,19,1,Wednesday,23,2011,714,1
2011-01-06 00:00:00,Winter,0,1,Clear,7.38,12.12,55,0.0,0,11,11,1,Thursday,0,2011,713,1
2011-01-06 01:00:00,Winter,0,1,Clear,6.56,11.365,64,0.0,0,4,4,1,Thursday,1,2011,713,1
2011-01-06 02:00:00,Winter,0,1,Clear,6.56,11.365,64,0.0,0,2,2,1,Thursday,2,2011,713,1
2011-01-06 04:00:00,Winter,0,1,Misty+Cloudy,6.56,9.85,64,6.0032,0,1,1,1,Thursday,4,2011,713,1
2011-01-06 05:00:00,Winter,0,1,Misty+Cloudy,5.74,9.09,69,6.0032,0,4,4,1,Thursday,5,2011,713,1
2011-01-06 06:00:00,Winter,0,1,Misty+Cloudy,5.74,8.335,63,7.0015,0,36,36,1,Thursday,6,2011,713,1
2011-01-06 07:00:00,Winter,0,1,Misty+Cloudy,6.56,11.365,59,0.0,0,95,95,1,Thursday,7,2011,713,1
2011-01-06 08:00:00,Winter,0,1,Clear,6.56,11.365,59,0.0,3,216,219,1,Thursday,8,2011,713,1
2011-01-06 09:00:00,Winter,0,1,Misty+Cloudy,7.38,12.12,51,0.0,6,116,122,1,Thursday,9,2011,713,0
2011-01-06 10:00:00,Winter,0,1,Clear,8.2,12.88,47,0.0,3,42,45,1,Thursday,10,2011,713,0
2011-01-06 11:00:00,Winter,0,1,Clear,9.02,12.88,44,6.0032,2,57,59,1,Thursday,11,2011,713,0
2011-01-06 12:00:00,Winter,0,1,Clear,10.66,14.395,35,0.0,6,78,84,1,Thursday,12,2011,713,0
2011-01-06 13:00:00,Winter,0,1,Clear,10.66,13.635,35,7.0015,12,55,67,1,Thursday,13,2011,713,0
2011-01-06 14:00:00,Winter,0,1,Clear,11.48,13.635,36,11.0014,11,59,70,1,Thursday,14,2011,713,0
2011-01-06 15:00:00,Winter,0,1,Clear,11.48,13.635,36,0.0,8,54,62,1,Thursday,15,2011,713,0
2011-01-06 16:00:00,Winter,0,1,Clear,10.66,12.88,38,11.0014,12,74,86,1,Thursday,16,2011,713,0
2011-01-06 17:00:00,Winter,0,1,Clear,9.02,11.365,51,11.0014,9,163,172,1,Thursday,17,2011,713,0
2011-01-06 18:00:00,Winter,0,1,Clear,9.02,11.365,51,8.9981,5,158,163,1,Thursday,18,2011,713,0
2011-01-06 19:00:00,Winter,0,1,Clear,9.02,12.88,55,6.0032,3,109,112,1,Thursday,19,2011,713,0
2011-01-06 20:00:00,Winter,0,1,Clear,8.2,10.605,51,11.0014,3,66,69,1,Thursday,20,2011,713,1
2011-01-06 21:00:00,Winter,0,1,Misty+Cloudy,9.02,10.605,55,15.0013,0,48,48,1,Thursday,21,2011,713,1
2011-01-06 22:00:00,Winter,0,1,Misty+Cloudy,9.02,10.605,51,19.0012,1,51,52,1,Thursday,22,2011,713,1
2011-01-06 23:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,59,12.998,4,19,23,1,Thursday,23,2011,713,1
2011-01-07 00:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,64,12.998,4,13,17,1,Friday,0,2011,712,1
2011-01-07 01:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,69,15.0013,2,5,7,1,Friday,1,2011,712,1
2011-01-07 02:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,69,15.0013,0,1,1,1,Friday,2,2011,712,1
2011-01-07 04:00:00,Winter,0,1,Misty+Cloudy,8.2,10.605,69,8.9981,0,1,1,1,Friday,4,2011,712,1
2011-01-07 05:00:00,Winter,0,1,Light Snow/Rain,9.02,13.635,55,0.0,0,5,5,1,Friday,5,2011,712,1
2011-01-07 06:00:00,Winter,0,1,Misty+Cloudy,8.2,12.88,69,0.0,8,26,34,1,Friday,6,2011,712,1
2011-01-07 07:00:00,Winter,0,1,Clear,8.2,10.605,69,8.9981,8,76,84,1,Friday,7,2011,712,1
2011-01-07 08:00:00,Winter,0,1,Clear,8.2,9.85,51,16.9979,20,190,210,1,Friday,8,2011,712,1
2011-01-07 09:00:00,Winter,0,1,Clear,8.2,9.09,47,19.9995,9,125,134,1,Friday,9,2011,712,0
2011-01-07 10:00:00,Winter,0,1,Clear,9.02,9.85,37,22.0028,16,47,63,1,Friday,10,2011,712,0
2011-01-07 11:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,40,15.0013,19,48,67,1,Friday,11,2011,712,0
2011-01-07 12:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,37,16.9979,9,50,59,1,Friday,12,2011,712,0
2011-01-07 13:00:00,Winter,0,1,Misty+Cloudy,8.2,9.09,37,19.0012,9,64,73,1,Friday,13,2011,712,0
2011-01-07 14:00:00,Winter,0,1,Misty+Cloudy,8.2,9.85,40,16.9979,7,43,50,1,Friday,14,2011,712,0
2011-01-07 15:00:00,Winter,0,1,Misty+Cloudy,8.2,10.605,37,11.0014,9,63,72,1,Friday,15,2011,712,0
2011-01-07 16:00:00,Winter,0,1,Misty+Cloudy,8.2,10.605,37,11.0014,5,82,87,1,Friday,16,2011,712,0
2011-01-07 17:00:00,Winter,0,1,Misty+Cloudy,8.2,12.88,37,0.0,9,178,187,1,Friday,17,2011,712,0
2011-01-07 18:00:00,Winter,0,1,Clear,8.2,11.365,40,6.0032,7,116,123,1,Friday,18,2011,712,0
2011-01-07 19:00:00,Winter,0,1,Clear,6.56,9.85,55,6.0032,3,92,95,1,Friday,19,2011,712,0
2011-01-07 20:00:00,Winter,0,1,Clear,7.38,10.605,47,7.0015,1,50,51,1,Friday,20,2011,712,1
2011-01-07 21:00:00,Winter,0,1,Clear,7.38,9.85,47,8.9981,0,39,39,1,Friday,21,2011,712,1
2011-01-07 22:00:00,Winter,0,1,Misty+Cloudy,7.38,9.85,43,11.0014,2,34,36,1,Friday,22,2011,712,1
2011-01-07 23:00:00,Winter,0,1,Misty+Cloudy,7.38,9.85,51,11.0014,1,14,15,1,Friday,23,2011,712,1
2011-01-08 00:00:00,Winter,0,0,Misty+Cloudy,7.38,9.85,51,11.0014,1,24,25,1,Saturday,0,2011,711,1
2011-01-08 01:00:00,Winter,0,0,Misty+Cloudy,7.38,10.605,55,6.0032,1,15,16,1,Saturday,1,2011,711,1
2011-01-08 02:00:00,Winter,0,0,Misty+Cloudy,7.38,12.12,55,0.0,3,13,16,1,Saturday,2,2011,711,1
2011-01-08 03:00:00,Winter,0,0,Light Snow/Rain,7.38,9.85,55,11.0014,0,7,7,1,Saturday,3,2011,711,1
2011-01-08 04:00:00,Winter,0,0,Light Snow/Rain,7.38,9.85,55,11.0014,0,1,1,1,Saturday,4,2011,711,1
2011-01-08 05:00:00,Winter,0,0,Misty+Cloudy,6.56,8.335,74,11.0014,0,5,5,1,Saturday,5,2011,711,1
2011-01-08 06:00:00,Winter,0,0,Misty+Cloudy,6.56,8.335,74,11.0014,0,2,2,1,Saturday,6,2011,711,1
2011-01-08 07:00:00,Winter,0,0,Misty+Cloudy,6.56,9.09,74,7.0015,1,8,9,1,Saturday,7,2011,711,1
2011-01-08 08:00:00,Winter,0,0,Light Snow/Rain,6.56,9.09,93,7.0015,0,15,15,1,Saturday,8,2011,711,1
2011-01-08 09:00:00,Winter,0,0,Light Snow/Rain,6.56,9.09,93,7.0015,0,20,20,1,Saturday,9,2011,711,0
2011-01-08 10:00:00,Winter,0,0,Misty+Cloudy,7.38,9.85,80,11.0014,5,56,61,1,Saturday,10,2011,711,0
2011-01-08 11:00:00,Winter,0,0,Misty+Cloudy,8.2,9.09,69,26.0027,2,60,62,1,Saturday,11,2011,711,0
2011-01-08 12:00:00,Winter,0,0,Misty+Cloudy,8.2,9.09,59,23.9994,8,90,98,1,Saturday,12,2011,711,0
2011-01-08 13:00:00,Winter,0,0,Clear,8.2,9.09,44,22.0028,7,95,102,1,Saturday,13,2011,711,0
2011-01-08 14:00:00,Winter,0,0,Clear,8.2,8.335,32,32.9975,12,83,95,1,Saturday,14,2011,711,0
2011-01-08 15:00:00,Winter,0,0,Clear,8.2,8.335,32,30.0026,5,69,74,1,Saturday,15,2011,711,0
2011-01-08 16:00:00,Winter,0,0,Clear,7.38,6.82,29,30.0026,8,68,76,1,Saturday,16,2011,711,0
2011-01-08 17:00:00,Winter,0,0,Clear,6.56,6.06,37,36.9974,5,64,69,1,Saturday,17,2011,711,0
2011-01-08 18:00:00,Winter,0,0,Clear,5.74,6.06,39,19.9995,3,52,55,1,Saturday,18,2011,711,0
2011-01-08 19:00:00,Winter,0,0,Clear,5.74,6.06,36,16.9979,4,26,30,1,Saturday,19,2011,711,0
2011-01-08 20:00:00,Winter,0,0,Clear,4.92,6.06,36,16.9979,0,28,28,1,Saturday,20,2011,711,1
2011-01-08 21:00:00,Winter,0,0,Clear,4.92,5.305,39,23.9994,2,35,37,1,Saturday,21,2011,711,1
2011-01-08 22:00:00,Winter,0,0,Clear,4.92,5.305,36,26.0027,1,33,34,1,Saturday,22,2011,711,1
2011-01-08 23:00:00,Winter,0,0,Clear,4.1,3.03,39,30.0026,0,22,22,1,Saturday,23,2011,711,1
2011-01-09 00:00:00,Winter,0,0,Clear,4.1,3.79,42,26.0027,1,24,25,1,Sunday,0,2011,710,1
2011-01-09 01:00:00,Winter,0,0,Clear,4.1,3.03,42,31.0009,0,12,12,1,Sunday,1,2011,710,1
2011-01-09 02:00:00,Winter,0,0,Clear,4.1,3.03,46,31.0009,0,11,11,1,Sunday,2,2011,710,1
2011-01-09 03:00:00,Winter,0,0,Clear,4.1,3.79,46,27.9993,0,4,4,1,Sunday,3,2011,710,1
2011-01-09 04:00:00,Winter,0,0,Clear,3.28,4.545,53,12.998,0,1,1,1,Sunday,4,2011,710,1
2011-01-09 05:00:00,Winter,0,0,Clear,3.28,4.545,53,12.998,0,1,1,1,Sunday,5,2011,710,1
2011-01-09 06:00:00,Winter,0,0,Clear,4.1,4.545,49,19.0012,0,1,1,1,Sunday,6,2011,710,1
2011-01-09 07:00:00,Winter,0,0,Clear,3.28,4.545,53,12.998,1,5,6,1,Sunday,7,2011,710,1
2011-01-09 08:00:00,Winter,0,0,Clear,4.1,4.545,49,19.0012,0,10,10,1,Sunday,8,2011,710,1
2011-01-09 09:00:00,Winter,0,0,Clear,4.92,3.79,46,35.0008,0,19,19,1,Sunday,9,2011,710,0
2011-01-09 10:00:00,Winter,0,0,Clear,5.74,5.305,43,26.0027,0,49,49,1,Sunday,10,2011,710,0
2011-01-09 11:00:00,Winter,0,0,Clear,6.56,6.06,40,35.0008,2,47,49,1,Sunday,11,2011,710,0
2011-01-09 12:00:00,Winter,0,0,Clear,7.38,6.82,37,30.0026,4,79,83,1,Sunday,12,2011,710,0
2011-01-09 13:00:00,Winter,0,0,Clear,8.2,8.335,34,30.0026,6,69,75,1,Sunday,13,2011,710,0
2011-01-09 14:00:00,Winter,0,0,Clear,9.02,9.09,32,31.0009,8,64,72,1,Sunday,14,2011,710,0
2011-01-09 15:00:00,Winter,0,0,Clear,9.02,9.85,35,23.9994,5,77,82,1,Sunday,15,2011,710,0
2011-01-09 16:00:00,Winter,0,0,Clear,8.2,8.335,34,30.0026,13,79,92,1,Sunday,16,2011,710,0
2011-01-09 17:00:00,Winter,0,0,Clear,7.38,7.575,37,26.0027,3,59,62,1,Sunday,17,2011,710,0
2011-01-09 18:00:00,Winter,0,0,Clear,6.56,6.82,40,22.0028,4,44,48,1,Sunday,18,2011,710,0
2011-01-09 19:00:00,Winter,0,0,Clear,6.56,6.82,43,22.0028,1,40,41,1,Sunday,19,2011,710,0
2011-01-09 20:00:00,Winter,0,0,Clear,5.74,6.06,46,16.9979,0,38,38,1,Sunday,20,2011,710,1
2011-01-09 21:00:00,Winter,0,0,Clear,5.74,5.305,46,27.9993,1,19,20,1,Sunday,21,2011,710,1
2011-01-09 22:00:00,Winter,0,0,Clear,5.74,6.06,46,19.9995,5,10,15,1,Sunday,22,2011,710,1
2011-01-09 23:00:00,Winter,0,0,Clear,4.92,6.82,50,12.998,0,6,6,1,Sunday,23,2011,710,1
2011-01-10 00:00:00,Winter,0,1,Clear,4.92,6.06,50,19.0012,2,3,5,1,Monday,0,2011,709,1
2011-01-10 01:00:00,Winter,0,1,Clear,4.92,6.06,50,19.0012,1,0,1,1,Monday,1,2011,709,1
2011-01-10 02:00:00,Winter,0,1,Clear,4.92,6.06,50,15.0013,0,3,3,1,Monday,2,2011,709,1
2011-01-10 03:00:00,Winter,0,1,Clear,4.92,6.06,50,15.0013,0,1,1,1,Monday,3,2011,709,1
2011-01-10 04:00:00,Winter,0,1,Clear,4.1,6.06,54,8.9981,1,2,3,1,Monday,4,2011,709,1
2011-01-10 05:00:00,Winter,0,1,Clear,4.1,5.305,54,16.9979,0,3,3,1,Monday,5,2011,709,1
2011-01-10 06:00:00,Winter,0,1,Clear,4.92,6.06,50,19.0012,0,31,31,1,Monday,6,2011,709,1
2011-01-10 07:00:00,Winter,0,1,Clear,4.92,6.06,50,15.0013,2,75,77,1,Monday,7,2011,709,1
2011-01-10 08:00:00,Winter,0,1,Misty+Cloudy,4.92,6.06,50,19.0012,4,184,188,1,Monday,8,2011,709,1
